Order ID,Product Name,Category,Price (INR),Quantity Sold,Total Sales (INR),Order Date,Payment Method,Customer Rating
ORD00307,Comic Book,Books,27175.37,5,135876.85,8/2/2024,COD,3.9
ORD00308,Dress,Clothing,25379.68,4,101518.72,10/6/2024,Wallet,3.5
ORD00309,Educational Book,Books,29568.18,3,88704.54,1/12/2025,Credit Card,1.3
ORD00310,Fiction Novel,Books,23562.27,2,47124.54,12/23/2024,Credit Card,4.9
ORD00311,Dress,Clothing,19134.26,2,38268.52,2/12/2024,COD,4.6
ORD00312,Fiction Novel,Books,10176.11,5,50880.55,8/17/2024,Net Banking,2.1
ORD00313,Laptop,Electronics,48177.16,3,144531.48,3/5/2024,Net Banking,1.7
ORD00314,Mixer Grinder,Home & Kitchen,6119.31,5,30596.55,3/7/2024,Net Banking,1.5
ORD00315,Shampoo,Beauty,6015.13,1,6015.13,8/26/2024,Credit Card,1.9
ORD00316,T-Shirt,Clothing,41198.84,4,164795.36,4/8/2024,Credit Card,3
ORD00317,Cookbook,Books,11527.7,3,34583.1,11/30/2024,Net Banking,1.8
ORD00318,Smartwatch,Electronics,27749.19,4,110996.76,1/22/2025,Wallet,2.5
ORD00319,Smartphone,Electronics,14014.82,1,14014.82,11/23/2024,Credit Card,4.6
ORD00320,Smartphone,Electronics,23293.14,2,46586.28,6/8/2024,UPI,4.1
ORD00321,Sneakers,Clothing,38592.49,5,192962.45,10/13/2024,Wallet,3.2
ORD00322,Smartphone,Electronics,39898.86,1,39898.86,6/3/2024,Wallet,1.8
ORD00323,Educational Book,Books,39842.5,2,79685,10/10/2024,Debit Card,4.4
ORD00324,Fiction Novel,Books,30395.25,1,30395.25,4/7/2024,COD,1.1
ORD00325,Face Cream,Beauty,36560.32,5,182801.6,1/1/2025,Net Banking,2.5
ORD00326,Cookware Set,Home & Kitchen,44248.09,1,44248.09,2/19/2024,Net Banking,3.1
ORD00327,Tablet,Electronics,18386.26,1,18386.26,10/6/2024,Credit Card,1.4
ORD00328,Jacket,Clothing,33683.4,1,33683.4,1/8/2025,Debit Card,3.8
ORD00329,Hair Dryer,Beauty,49561.57,3,148684.71,4/3/2024,Net Banking,3.5
ORD00330,Face Cream,Beauty,18551.65,2,37103.3,3/30/2024,Credit Card,2.6
ORD00331,Headphones,Electronics,12249.35,5,61246.75,1/29/2025,Wallet,2.9
ORD00332,Jeans,Clothing,35305.39,1,35305.39,6/10/2024,UPI,2.2
ORD00333,Smartwatch,Electronics,16790.46,5,83952.3,8/27/2024,Net Banking,4.3
ORD00334,Jacket,Clothing,26096.96,4,104387.84,3/28/2024,Debit Card,3.5
ORD00335,Self-Help Book,Books,34361.96,5,171809.8,3/22/2024,Net Banking,4.4
ORD00336,Table Lamp,Home & Kitchen,46079.49,5,230397.45,2/28/2024,Net Banking,3.7
ORD00337,Mixer Grinder,Home & Kitchen,47053.44,2,94106.88,6/5/2024,COD,3
ORD00338,Tablet,Electronics,18905.94,3,56717.82,8/14/2024,UPI,4.5
ORD00339,Hair Dryer,Beauty,30977.18,3,92931.54,11/8/2024,UPI,3.3
ORD00340,Table Lamp,Home & Kitchen,41841.57,2,83683.14,5/27/2024,COD,1.1
ORD00341,Laptop,Electronics,4277.15,4,17108.6,8/12/2024,COD,2.1
ORD00342,Sofa Cover,Home & Kitchen,15648.85,2,31297.7,2/3/2025,Credit Card,4.4
ORD00343,Headphones,Electronics,26992.72,3,80978.16,2/15/2024,Wallet,1.1
ORD00344,Headphones,Electronics,49586.31,4,198345.24,5/3/2024,UPI,4.3
ORD00345,Tablet,Electronics,37181.04,1,37181.04,3/21/2024,Wallet,1.2
ORD00346,Sneakers,Clothing,46090.65,4,184362.6,1/25/2025,UPI,3.3
ORD00347,Educational Book,Books,48151.09,4,192604.36,7/23/2024,UPI,2.9
ORD00348,Smartwatch,Electronics,8197.47,2,16394.94,9/28/2024,Wallet,3
ORD00349,Cookware Set,Home & Kitchen,40679.29,2,81358.58,7/13/2024,Wallet,1.5
ORD00350,Perfume,Beauty,45012.71,3,135038.13,10/15/2024,UPI,4.9
ORD00351,Perfume,Beauty,5127.02,3,15381.06,2/7/2025,Debit Card,4.5
ORD00352,Laptop,Electronics,13954.48,3,41863.44,1/12/2025,UPI,1.5
ORD00353,T-Shirt,Clothing,26166.89,4,104667.56,9/6/2024,Credit Card,3.7
ORD00354,Hair Dryer,Beauty,45072.69,2,90145.38,12/30/2024,Wallet,2.6
ORD00355,T-Shirt,Clothing,33543.19,2,67086.38,3/9/2024,UPI,3.7
ORD00356,Self-Help Book,Books,34116.23,3,102348.69,3/20/2024,Wallet,1.4
ORD00357,Self-Help Book,Books,15466.4,5,77332,7/29/2024,Wallet,2.9
ORD00358,Laptop,Electronics,19879.4,4,79517.6,3/15/2024,Debit Card,3.2
ORD00359,Sofa Cover,Home & Kitchen,11914.15,2,23828.3,6/10/2024,Wallet,2.4
ORD00360,Dress,Clothing,7936.32,4,31745.28,9/21/2024,Credit Card,1.5
ORD00361,Educational Book,Books,7633.85,2,15267.7,9/1/2024,Net Banking,3.8
ORD00362,Face Cream,Beauty,2470.82,4,9883.28,5/26/2024,UPI,2
ORD00363,Sofa Cover,Home & Kitchen,908.47,3,2725.41,9/27/2024,COD,4.6
ORD00364,Table Lamp,Home & Kitchen,14102.56,4,56410.24,9/20/2024,COD,2.9
ORD00365,Laptop,Electronics,23287.93,4,93151.72,8/14/2024,Debit Card,2
ORD00366,Mixer Grinder,Home & Kitchen,41333.21,1,41333.21,1/28/2025,Net Banking,4
ORD00367,Educational Book,Books,35304.99,1,35304.99,8/6/2024,COD,2
ORD00368,Jeans,Clothing,22335.58,2,44671.16,7/31/2024,Wallet,3.8
ORD00369,Cookware Set,Home & Kitchen,40486.08,5,202430.4,11/26/2024,Wallet,3.6
ORD00370,Educational Book,Books,20353.4,1,20353.4,7/7/2024,UPI,2.9
ORD00371,Laptop,Electronics,2258.27,3,6774.81,10/24/2024,Wallet,4.8
ORD00372,Smartphone,Electronics,704.55,5,3522.75,5/28/2024,Debit Card,4
ORD00373,Table Lamp,Home & Kitchen,38629,1,38629,7/15/2024,Net Banking,4
ORD00374,Fiction Novel,Books,37303.26,4,149213.04,1/7/2025,COD,2.9
ORD00375,Smartphone,Electronics,11507.22,4,46028.88,4/17/2024,Debit Card,1.4
ORD00376,Table Lamp,Home & Kitchen,48710.25,1,48710.25,10/6/2024,Credit Card,1.7
ORD00377,Educational Book,Books,20075.81,1,20075.81,6/12/2024,Debit Card,4.9
ORD00378,Comic Book,Books,8448.77,2,16897.54,5/12/2024,UPI,3.8
ORD00379,Sneakers,Clothing,29310.76,4,117243.04,7/3/2024,Wallet,4.4
ORD00380,Educational Book,Books,708.78,4,2835.12,11/29/2024,COD,2
ORD00381,Jacket,Clothing,24062.33,4,96249.32,1/19/2025,Debit Card,1.1
ORD00382,Sneakers,Clothing,27827.66,1,27827.66,6/18/2024,COD,4.5
ORD00383,Smartwatch,Electronics,40862.87,2,81725.74,5/22/2024,Debit Card,1.4
ORD00384,Sneakers,Clothing,11399.26,2,22798.52,2/17/2024,Net Banking,1
ORD00385,Hair Dryer,Beauty,5463.13,1,5463.13,6/30/2024,Debit Card,3.9
ORD00386,Comic Book,Books,8644.99,5,43224.95,7/17/2024,Debit Card,4.3
ORD00387,Headphones,Electronics,27481.15,2,54962.3,10/27/2024,COD,3.2
ORD00388,Self-Help Book,Books,47819.23,4,191276.92,6/3/2024,Wallet,1.1
ORD00389,Lipstick,Beauty,7145.81,4,28583.24,3/9/2024,Wallet,1.9
ORD00390,Headphones,Electronics,29847.4,3,89542.2,6/4/2024,Debit Card,2.9
ORD00391,Lipstick,Beauty,11186.35,2,22372.7,10/28/2024,COD,1.1
ORD00392,Educational Book,Books,36535.74,3,109607.22,7/2/2024,UPI,1.2
ORD00393,Sneakers,Clothing,12046.9,3,36140.7,1/5/2025,COD,3.2
ORD00394,Hair Dryer,Beauty,7043.51,4,28174.04,3/12/2024,UPI,2.3
ORD00395,Sneakers,Clothing,34369.57,4,137478.28,7/31/2024,Net Banking,1.6
ORD00396,Sneakers,Clothing,4827.49,3,14482.47,3/10/2024,Debit Card,4.2
ORD00397,Lipstick,Beauty,14851.66,2,29703.32,1/8/2025,Debit Card,1.9
ORD00398,Jacket,Clothing,40248.27,3,120744.81,4/19/2024,Wallet,3.9
ORD00399,Jeans,Clothing,37135.36,2,74270.72,12/23/2024,Net Banking,3
ORD00400,Shampoo,Beauty,25794.78,5,128973.9,8/13/2024,Debit Card,1
ORD00401,Shampoo,Beauty,47564.29,3,142692.87,5/23/2024,Net Banking,3.5
ORD00402,Mixer Grinder,Home & Kitchen,5500.92,3,16502.76,7/27/2024,Debit Card,2.3
ORD00403,Comic Book,Books,904.29,2,1808.58,5/1/2024,Debit Card,3.5
ORD00404,Smartwatch,Electronics,25035.46,2,50070.92,4/15/2024,Debit Card,4.5
ORD00405,Sneakers,Clothing,30156.36,5,150781.8,1/6/2025,UPI,4.4
ORD00406,Jacket,Clothing,42189.9,1,42189.9,1/12/2025,Credit Card,3.4
ORD00407,Jeans,Clothing,41122.81,2,82245.62,12/10/2024,Net Banking,4.8
ORD00408,T-Shirt,Clothing,21705.78,1,21705.78,10/5/2024,COD,1.1
ORD00409,Headphones,Electronics,28391.65,3,85174.95,12/11/2024,Debit Card,2.5
ORD00410,Mixer Grinder,Home & Kitchen,40031.86,2,80063.72,12/16/2024,COD,1.9
ORD00411,Mixer Grinder,Home & Kitchen,41248.02,4,164992.08,1/12/2025,Credit Card,2.6
ORD00412,Shampoo,Beauty,35325.38,2,70650.76,5/18/2024,UPI,4.1
ORD00413,Mixer Grinder,Home & Kitchen,45866.22,1,45866.22,12/9/2024,COD,3.9
ORD00414,Dress,Clothing,42975.36,4,171901.44,8/18/2024,COD,3.3
ORD00415,Tablet,Electronics,7532.86,5,37664.3,2/7/2025,UPI,1.5
ORD00416,Face Cream,Beauty,39931.75,4,159727,4/19/2024,Credit Card,2.4
ORD00417,Headphones,Electronics,20760.44,4,83041.76,3/10/2024,COD,2.4
ORD00418,T-Shirt,Clothing,29466.3,5,147331.5,7/23/2024,Net Banking,1.3
ORD00419,Face Cream,Beauty,756.85,3,2270.55,11/4/2024,UPI,4.8
ORD00420,Smartwatch,Electronics,43711.45,4,174845.8,6/27/2024,Wallet,4.5
ORD00421,Comic Book,Books,1134.78,2,2269.56,6/9/2024,Debit Card,3.9
ORD00422,Sofa Cover,Home & Kitchen,6859,3,20577,10/5/2024,Net Banking,1.6
ORD00423,Self-Help Book,Books,28818.74,3,86456.22,6/27/2024,Debit Card,1.4
ORD00424,Laptop,Electronics,25233.95,4,100935.8,10/25/2024,COD,4.1
ORD00425,Educational Book,Books,28577.34,1,28577.34,8/20/2024,UPI,2.7
ORD00426,Bedsheet,Home & Kitchen,7322.87,3,21968.61,2/22/2024,COD,5
ORD00427,Fiction Novel,Books,25144.48,4,100577.92,5/5/2024,Net Banking,1.3
ORD00428,Mixer Grinder,Home & Kitchen,16289.17,5,81445.85,11/14/2024,Net Banking,2.6
ORD00429,Comic Book,Books,24973.13,3,74919.39,12/8/2024,Debit Card,3.2
ORD00430,Cookware Set,Home & Kitchen,5804.38,2,11608.76,5/16/2024,COD,2.2
ORD00431,Jeans,Clothing,43502.85,1,43502.85,3/13/2024,Net Banking,4.2
ORD00432,Smartphone,Electronics,46770.01,5,233850.05,4/10/2024,Net Banking,2.9
ORD00433,Laptop,Electronics,38160.98,2,76321.96,3/31/2024,Debit Card,4
ORD00434,Headphones,Electronics,14797.27,2,29594.54,1/25/2025,UPI,3.4
ORD00435,Shampoo,Beauty,16951.57,5,84757.85,3/28/2024,Wallet,2
ORD00436,Smartphone,Electronics,20087.65,2,40175.3,10/27/2024,Wallet,2.7
ORD00437,Face Cream,Beauty,45544.54,4,182178.16,4/23/2024,COD,3
ORD00438,Shampoo,Beauty,4986.9,1,4986.9,12/23/2024,COD,4.4
ORD00439,Bedsheet,Home & Kitchen,37890.56,1,37890.56,6/30/2024,COD,2.4
ORD00440,Tablet,Electronics,26947.54,2,53895.08,6/5/2024,Net Banking,4.1
ORD00441,Headphones,Electronics,16929.74,3,50789.22,3/17/2024,Wallet,1.5
ORD00442,Smartphone,Electronics,30310.92,3,90932.76,4/20/2024,UPI,3.5
ORD00443,Educational Book,Books,33643.5,5,168217.5,6/16/2024,UPI,4.2
ORD00444,Cookbook,Books,27847.81,3,83543.43,9/16/2024,Net Banking,4.3
ORD00445,Educational Book,Books,19055.03,3,57165.09,8/25/2024,Credit Card,4.3
ORD00446,Self-Help Book,Books,24012.7,1,24012.7,11/26/2024,Credit Card,4.8
ORD00447,Sneakers,Clothing,8182.19,2,16364.38,8/4/2024,COD,4.2
ORD00448,Hair Dryer,Beauty,35810.63,4,143242.52,4/6/2024,UPI,1.2
ORD00449,T-Shirt,Clothing,23433.86,1,23433.86,8/17/2024,COD,3.8
ORD00450,Tablet,Electronics,42946.11,4,171784.44,8/31/2024,UPI,3.2
ORD00451,Sneakers,Clothing,3995.44,4,15981.76,5/26/2024,Debit Card,4
ORD00452,Face Cream,Beauty,38728.75,1,38728.75,10/5/2024,Wallet,4
ORD00453,Jacket,Clothing,46205.47,3,138616.41,9/7/2024,Credit Card,2.7
ORD00454,Jeans,Clothing,7631.48,3,22894.44,7/18/2024,Debit Card,3
ORD00455,Comic Book,Books,4581.73,4,18326.92,5/24/2024,Credit Card,3.4
ORD00456,Tablet,Electronics,9761.64,3,29284.92,8/27/2024,Wallet,2.5
ORD00457,Hair Dryer,Beauty,1582.84,3,4748.52,9/10/2024,Debit Card,2.9
ORD00458,Laptop,Electronics,8902.26,5,44511.3,1/8/2025,Debit Card,2.4
ORD00459,Sofa Cover,Home & Kitchen,1549.63,1,1549.63,11/27/2024,COD,3
ORD00460,Educational Book,Books,23520.5,5,117602.5,4/26/2024,Debit Card,1.2
ORD00461,Face Cream,Beauty,18729.61,1,18729.61,4/3/2024,COD,1
ORD00462,Self-Help Book,Books,18085.73,3,54257.19,7/12/2024,Net Banking,4.1
ORD00463,Lipstick,Beauty,29844.59,3,89533.77,6/28/2024,Credit Card,3.9
ORD00464,Tablet,Electronics,12964.52,2,25929.04,11/23/2024,Wallet,2.7
ORD00465,Tablet,Electronics,43431.64,5,217158.2,6/20/2024,Credit Card,4.4
ORD00466,Smartwatch,Electronics,31005.06,4,124020.24,7/22/2024,Net Banking,4
ORD00467,Face Cream,Beauty,16010.24,3,48030.72,11/21/2024,Net Banking,1.6
ORD00468,Headphones,Electronics,18451.91,5,92259.55,9/12/2024,UPI,4.9
ORD00469,Smartwatch,Electronics,31793.09,4,127172.36,2/19/2024,COD,4.8
ORD00470,T-Shirt,Clothing,36666.62,4,146666.48,9/28/2024,Net Banking,2.1
ORD00471,Smartphone,Electronics,38681.26,1,38681.26,7/17/2024,COD,2
ORD00472,Cookware Set,Home & Kitchen,29493.06,3,88479.18,7/24/2024,Credit Card,4.2
ORD00473,Bedsheet,Home & Kitchen,30009.2,2,60018.4,6/13/2024,Debit Card,3
ORD00474,T-Shirt,Clothing,23089.32,2,46178.64,9/29/2024,Net Banking,3.1
ORD00475,Sofa Cover,Home & Kitchen,32460.13,4,129840.52,4/28/2024,Credit Card,3.7
ORD00476,Smartwatch,Electronics,29509.14,3,88527.42,12/15/2024,Net Banking,4.1
ORD00477,Educational Book,Books,5528.69,3,16586.07,9/11/2024,Debit Card,4.2
ORD00478,Fiction Novel,Books,11864.67,5,59323.35,9/13/2024,Net Banking,2.8
ORD00479,Sofa Cover,Home & Kitchen,14273.74,2,28547.48,12/19/2024,Net Banking,3.8
ORD00480,Educational Book,Books,26806.06,3,80418.18,7/19/2024,Wallet,4.3
ORD00481,Jacket,Clothing,18757.07,4,75028.28,11/16/2024,UPI,4.2
ORD00482,Self-Help Book,Books,19661.09,4,78644.36,6/1/2024,Net Banking,2.5
ORD00483,Self-Help Book,Books,27434.25,1,27434.25,3/2/2024,COD,3.8
ORD00484,Educational Book,Books,6322.42,4,25289.68,8/30/2024,UPI,4
ORD00485,Comic Book,Books,4316.82,2,8633.64,5/2/2024,Credit Card,3.6
ORD00486,Dress,Clothing,45426.39,4,181705.56,10/31/2024,Net Banking,2.8
ORD00487,Laptop,Electronics,14971.45,3,44914.35,6/2/2024,UPI,4.5
ORD00488,Bedsheet,Home & Kitchen,12245.12,2,24490.24,8/27/2024,COD,4.5
ORD00489,Cookbook,Books,48405.89,4,193623.56,3/31/2024,Wallet,4.9
ORD00490,Hair Dryer,Beauty,12757.67,5,63788.35,11/19/2024,UPI,3.3
ORD00491,Dress,Clothing,33071.09,2,66142.18,10/5/2024,COD,3.5
ORD00492,Hair Dryer,Beauty,4869.56,1,4869.56,4/4/2024,UPI,1.9
ORD00493,T-Shirt,Clothing,45127.31,4,180509.24,1/15/2025,COD,4.2
ORD00494,Bedsheet,Home & Kitchen,8867.72,1,8867.72,10/1/2024,Net Banking,4.3
ORD00495,Cookware Set,Home & Kitchen,31749.94,1,31749.94,5/25/2024,COD,3.1
ORD00496,Shampoo,Beauty,40944.77,2,81889.54,11/3/2024,Credit Card,2.9
ORD00497,Table Lamp,Home & Kitchen,20859.61,4,83438.44,4/24/2024,Wallet,4.9
ORD00498,Educational Book,Books,6884.74,5,34423.7,8/12/2024,Net Banking,1.4
ORD00499,Jeans,Clothing,40238.5,3,120715.5,7/21/2024,Wallet,3.9
ORD00500,Smartphone,Electronics,10422.28,5,52111.4,6/26/2024,Net Banking,3.5
ORD00501,Self-Help Book,Books,13862.56,1,13862.56,12/31/2024,Wallet,1.6
ORD00502,Face Cream,Beauty,35911.22,4,143644.88,9/12/2024,Credit Card,4.1
ORD00503,Jacket,Clothing,16523.69,3,49571.07,8/17/2024,Credit Card,2.8
ORD00504,Lipstick,Beauty,6566.03,5,32830.15,4/20/2024,COD,2.6
ORD00505,Bedsheet,Home & Kitchen,18799.05,3,56397.15,2/1/2025,UPI,4.3
ORD00506,Headphones,Electronics,8436.71,5,42183.55,4/13/2024,Wallet,4.9
ORD00507,Cookware Set,Home & Kitchen,19380.5,4,77522,6/23/2024,UPI,3.3
ORD00508,Lipstick,Beauty,20228.05,3,60684.15,2/1/2025,UPI,1.2
ORD00509,Laptop,Electronics,28606.86,5,143034.3,8/16/2024,UPI,4.8
ORD00510,Fiction Novel,Books,16803.76,4,67215.04,5/26/2024,Wallet,4
ORD00511,Face Cream,Beauty,18093.34,5,90466.7,1/21/2025,Credit Card,4.2
ORD00512,Tablet,Electronics,31737.13,5,158685.65,4/12/2024,Net Banking,4
ORD00513,Lipstick,Beauty,49861.17,3,149583.51,9/24/2024,UPI,2.5
ORD00514,Educational Book,Books,21233.35,1,21233.35,9/2/2024,COD,1.7
ORD00515,Sofa Cover,Home & Kitchen,776.91,5,3884.55,7/16/2024,COD,4.2
ORD00516,Lipstick,Beauty,25542.71,1,25542.71,12/14/2024,UPI,2.2
ORD00517,Sneakers,Clothing,10818.28,5,54091.4,7/22/2024,UPI,1.6
ORD00518,Tablet,Electronics,45801.19,5,229005.95,10/24/2024,Credit Card,2.4
ORD00519,Face Cream,Beauty,6963.56,2,13927.12,12/6/2024,Debit Card,3.3
ORD00520,Smartphone,Electronics,37082.11,1,37082.11,6/12/2024,UPI,4.4
ORD00521,Cookbook,Books,6842.69,1,6842.69,6/4/2024,UPI,3.6
ORD00522,Perfume,Beauty,7283.96,1,7283.96,4/8/2024,COD,2
ORD00523,Cookware Set,Home & Kitchen,218.58,5,1092.9,4/20/2024,Wallet,4.8
ORD00524,Laptop,Electronics,38689.7,3,116069.1,9/28/2024,Debit Card,1.9
ORD00525,Table Lamp,Home & Kitchen,8863.97,2,17727.94,9/26/2024,UPI,4.5
ORD00526,Sneakers,Clothing,12472.17,5,62360.85,4/23/2024,UPI,1.9
ORD00527,Jeans,Clothing,8734.44,1,8734.44,10/26/2024,Debit Card,2.5
ORD00528,Perfume,Beauty,32422.04,5,162110.2,2/18/2024,Net Banking,1.9
ORD00529,Laptop,Electronics,45532.34,5,227661.7,4/28/2024,Credit Card,3.6
ORD00530,Face Cream,Beauty,22534.8,4,90139.2,8/30/2024,COD,1.4
ORD00531,Self-Help Book,Books,26058.55,1,26058.55,10/28/2024,UPI,2
ORD00532,Bedsheet,Home & Kitchen,13348.84,2,26697.68,7/27/2024,COD,4.2
ORD00533,Table Lamp,Home & Kitchen,46792.3,1,46792.3,6/16/2024,Credit Card,4.9
ORD00534,Sofa Cover,Home & Kitchen,15764.25,4,63057,5/12/2024,COD,4
ORD00535,Smartwatch,Electronics,45019,5,225095,1/7/2025,COD,4.7
ORD00536,Dress,Clothing,42794.4,4,171177.6,6/25/2024,COD,4.6
ORD00537,Educational Book,Books,492.53,1,492.53,4/15/2024,Credit Card,4.4
ORD00538,Sofa Cover,Home & Kitchen,30721.51,4,122886.04,7/28/2024,Wallet,3.4
ORD00539,Cookware Set,Home & Kitchen,17162.64,3,51487.92,7/12/2024,COD,4.7
ORD00540,Cookbook,Books,45888.54,3,137665.62,4/8/2024,Credit Card,2
ORD00541,Table Lamp,Home & Kitchen,49052.43,3,147157.29,12/2/2024,Debit Card,4.5
ORD00542,Sofa Cover,Home & Kitchen,2435.97,1,2435.97,3/30/2024,Credit Card,2.3
ORD00543,Table Lamp,Home & Kitchen,48128.02,4,192512.08,5/13/2024,Wallet,3.2
ORD00544,Perfume,Beauty,47111.56,5,235557.8,4/30/2024,UPI,2.9
ORD00545,Educational Book,Books,8091.3,5,40456.5,8/14/2024,Credit Card,2
ORD00546,Bedsheet,Home & Kitchen,43217.1,5,216085.5,12/18/2024,Debit Card,2.6
ORD00547,Jacket,Clothing,35592.76,2,71185.52,5/6/2024,Debit Card,4.6
ORD00548,Hair Dryer,Beauty,9534.89,5,47674.45,7/14/2024,Net Banking,4.2
ORD00549,Shampoo,Beauty,46990.87,4,187963.48,4/2/2024,COD,1.7
ORD00550,Table Lamp,Home & Kitchen,31137.03,5,155685.15,12/29/2024,Credit Card,2.6
ORD00551,Laptop,Electronics,35821.16,4,143284.64,2/7/2025,Debit Card,2.1
ORD00552,Shampoo,Beauty,28156.95,5,140784.75,5/6/2024,UPI,2.7
ORD00553,Lipstick,Beauty,9335.19,2,18670.38,11/28/2024,COD,3.9
ORD00554,T-Shirt,Clothing,25114.77,2,50229.54,8/7/2024,COD,3.6
ORD00555,Lipstick,Beauty,19961.03,3,59883.09,11/28/2024,Credit Card,2.9
ORD00556,Laptop,Electronics,38488.04,2,76976.08,8/4/2024,UPI,1.1
ORD00557,Perfume,Beauty,20202.56,5,101012.8,5/17/2024,Credit Card,3.6
ORD00558,Headphones,Electronics,39008.37,3,117025.11,9/21/2024,Net Banking,2.2
ORD00559,Perfume,Beauty,9946.27,1,9946.27,12/19/2024,Credit Card,1.1
ORD00560,T-Shirt,Clothing,7994.76,5,39973.8,9/23/2024,Debit Card,1.5
ORD00561,Cookware Set,Home & Kitchen,6341.62,3,19024.86,12/6/2024,Credit Card,4.4
ORD00562,Jeans,Clothing,37503.57,4,150014.28,4/3/2024,COD,1.8
ORD00563,Fiction Novel,Books,36760.35,1,36760.35,8/27/2024,Credit Card,1.5
ORD00564,Jacket,Clothing,38023.86,5,190119.3,7/22/2024,Credit Card,2.1
ORD00565,Dress,Clothing,17983.34,1,17983.34,2/20/2024,COD,1.5
ORD00566,Bedsheet,Home & Kitchen,25457.34,5,127286.7,5/11/2024,UPI,4.3
ORD00567,Self-Help Book,Books,26220.67,4,104882.68,4/30/2024,Net Banking,3.3
ORD00568,Educational Book,Books,48670.07,1,48670.07,2/1/2025,UPI,4.2
ORD00569,Smartphone,Electronics,12197.36,5,60986.8,1/10/2025,Debit Card,3.5
ORD00570,Tablet,Electronics,14488.22,4,57952.88,12/25/2024,Net Banking,2.7
ORD00571,Table Lamp,Home & Kitchen,33547.94,2,67095.88,1/15/2025,Net Banking,1.1
ORD00572,Sneakers,Clothing,4800.26,5,24001.3,3/23/2024,UPI,2.2
ORD00573,Cookware Set,Home & Kitchen,36429.57,4,145718.28,4/8/2024,Credit Card,4.6
ORD00574,Tablet,Electronics,29775.43,4,119101.72,2/17/2024,Debit Card,4.6
ORD00575,Perfume,Beauty,10736.32,3,32208.96,7/15/2024,UPI,3.7
ORD00576,Self-Help Book,Books,8005.02,5,40025.1,5/10/2024,UPI,2.5
ORD00577,Perfume,Beauty,32078.48,3,96235.44,3/27/2024,Credit Card,4.5
ORD00578,Smartwatch,Electronics,31277.18,1,31277.18,9/10/2024,Debit Card,3
ORD00579,Headphones,Electronics,31094.13,1,31094.13,11/3/2024,UPI,2.7
ORD00580,Comic Book,Books,15881.67,4,63526.68,1/19/2025,Wallet,4.3
ORD00581,Jacket,Clothing,16129.77,4,64519.08,6/19/2024,Debit Card,1
ORD00582,Hair Dryer,Beauty,39478.69,5,197393.45,11/24/2024,Credit Card,2.7
ORD00583,Comic Book,Books,29635.8,3,88907.4,1/16/2025,Credit Card,1.2
ORD00584,Smartwatch,Electronics,7892.27,2,15784.54,5/2/2024,Net Banking,1.1
ORD00585,Tablet,Electronics,45112.24,3,135336.72,11/13/2024,Wallet,4.7
ORD00586,Jeans,Clothing,26527.78,4,106111.12,2/15/2024,Net Banking,3.7
ORD00587,Cookware Set,Home & Kitchen,37170.4,5,185852,5/8/2024,Debit Card,3.7
ORD00588,Jeans,Clothing,47535.79,5,237678.95,2/15/2024,Debit Card,1.8
ORD00589,Bedsheet,Home & Kitchen,30252.89,4,121011.56,12/16/2024,Wallet,4.1
ORD00590,Sneakers,Clothing,3126.9,3,9380.7,10/30/2024,COD,1.9
ORD00591,Self-Help Book,Books,40295.47,3,120886.41,4/29/2024,UPI,2.8
ORD00592,Perfume,Beauty,462,4,1848,6/18/2024,COD,3.4
ORD00593,Lipstick,Beauty,22475.54,3,67426.62,3/15/2024,UPI,1.6
ORD00594,Headphones,Electronics,19218.55,2,38437.1,9/20/2024,Wallet,4.5
ORD00595,Smartwatch,Electronics,31162.39,5,155811.95,4/16/2024,Credit Card,3.4
ORD00596,Hair Dryer,Beauty,16017.54,1,16017.54,6/15/2024,UPI,3.5
ORD00597,Cookware Set,Home & Kitchen,19008.81,4,76035.24,7/5/2024,COD,4.2
ORD00598,Headphones,Electronics,22353.43,3,67060.29,12/2/2024,Debit Card,1.3
ORD00599,Mixer Grinder,Home & Kitchen,30122.28,5,150611.4,1/30/2025,UPI,4.8
ORD00600,Tablet,Electronics,7289.72,5,36448.6,5/29/2024,Wallet,1.9
ORD00601,Smartwatch,Electronics,32122.43,4,128489.72,2/22/2024,COD,2.8
ORD00602,Sneakers,Clothing,43852.34,3,131557.02,4/24/2024,Net Banking,4.2
ORD00603,Bedsheet,Home & Kitchen,23005.86,1,23005.86,7/18/2024,Credit Card,4.8
ORD00604,Sneakers,Clothing,48580.6,1,48580.6,10/9/2024,UPI,3
ORD00605,Face Cream,Beauty,10320.87,5,51604.35,2/5/2025,Wallet,2.8
ORD00606,Cookware Set,Home & Kitchen,43149.24,1,43149.24,7/6/2024,UPI,1.9
ORD00607,Self-Help Book,Books,567.81,4,2271.24,1/17/2025,Wallet,4.5
ORD00608,Comic Book,Books,6705.43,5,33527.15,9/1/2024,Wallet,4.5
ORD00609,T-Shirt,Clothing,29974.35,5,149871.75,1/1/2025,Wallet,3.1
ORD00610,Tablet,Electronics,5739.3,4,22957.2,7/15/2024,Credit Card,4.6
ORD00611,Jeans,Clothing,21417.72,4,85670.88,7/20/2024,Debit Card,4.5
ORD00612,Table Lamp,Home & Kitchen,25404.68,4,101618.72,1/11/2025,Credit Card,4.6
ORD00613,Mixer Grinder,Home & Kitchen,27582.01,2,55164.02,2/13/2024,Debit Card,1.5
ORD00614,Bedsheet,Home & Kitchen,23584.89,3,70754.67,7/7/2024,Wallet,4.1
